,age,workclass,education,gender
826,62, Private, HS-grad, Female
827,39, Private, HS-grad, Female
828,43, Private, Some-college, Male
829,24, Self-emp-inc, Bachelors, Male
830,42, ?, 11th, Male
831,53, Private, Some-college, Female
832,26, Private, Some-college, Male
833,73, Self-emp-not-inc, HS-grad, Male
834,72, ?, 11th, Female
835,55, Private, HS-grad, Male
836,25, Private, HS-grad, Male
837,41, Private, Bachelors, Female
838,24, Private, Bachelors, Male
839,63, Private, HS-grad, Male
840,17, Private, 11th, Male
841,35, Private, Some-college, Male
842,51, Private, Some-college, Male
843,62, Local-gov, Bachelors, Female
844,55, Private, HS-grad, Male
845,43, Private, Some-college, Male
846,40, Local-gov, HS-grad, Female
847,37, Private, Bachelors, Male
848,39, Private, Bachelors, Male
849,31, Private, HS-grad, Male
850,61, Private, Masters, Female
851,26, Private, Assoc-voc, Female
852,46, Self-emp-not-inc, HS-grad, Male
853,26, Private, Bachelors, Female
854,48, State-gov, Doctorate, Male
855,34, Private, HS-grad, Male
856,34, Local-gov, HS-grad, Female
857,59, Private, HS-grad, Male
858,34, Private, Bachelors, Female
859,49, Private, Bachelors, Female
860,18, Private, 11th, Female
861,43, Private, HS-grad, Male
862,48, Private, 11th, Male
863,28, Self-emp-inc, Some-college, Male
864,33, Private, HS-grad, Male
865,24, Private, Some-college, Female
866,21, Private, 10th, Male
867,17, Private, 11th, Male
868,39, Private, Some-college, Male
869,29, Self-emp-not-inc, Bachelors, Male
870,44, Private, Bachelors, Male
871,24, Private, Some-college, Male
872,71, Self-emp-not-inc, Masters, Male
873,51, Self-emp-not-inc, Bachelors, Male
874,55, Private, 5th-6th, Male
875,41, Private, Bachelors, Male
876,23, Private, HS-grad, Female
877,38, Private, Assoc-voc, Female
878,39, Private, HS-grad, Male
879,19, Private, HS-grad, Female
880,49, Private, 9th, Female
881,32, Private, Bachelors, Male
882,27, Private, HS-grad, Male
883,38, Private, Bachelors, Male
884,33, Private, Some-college, Female
885,63, ?, Some-college, Male
886,23, Private, Bachelors, Male
887,33, Self-emp-inc, Some-college, Male
888,54, Self-emp-not-inc, HS-grad, Male
889,29, Private, Assoc-voc, Female
890,48, ?, Some-college, Female
891,35, Self-emp-not-inc, Bachelors, Male
892,28, Private, Assoc-voc, Female
893,37, Private, Bachelors, Male
894,42, Self-emp-not-inc, Prof-school, Male
895,40, Private, Masters, Male
896,47, Private, Some-college, Male
897,22, Private, Bachelors, Female
898,30, Private, Bachelors, Male
899,28, Private, HS-grad, Male
900,63, Local-gov, 7th-8th, Male
901,51, Self-emp-not-inc, 9th, Male
902,22, Private, HS-grad, Female
903,27, ?, Assoc-acdm, Male
904,35, Private, HS-grad, Male
905,46, Private, HS-grad, Female
906,37, Private, Some-college, Male
907,24, Private, Bachelors, Male
908,37, Self-emp-not-inc, HS-grad, Male
909,53, Private, Some-college, Male
910,27, Private, HS-grad, Male
911,38, Private, Some-college, Male
912,53, Self-emp-not-inc, 10th, Male
913,34, Private, Some-college, Male
914,23, Private, HS-grad, Male
915,39, Private, Bachelors, Male
916,43, Private, Masters, Female
917,67, Self-emp-inc, HS-grad, Male
918,81, Self-emp-not-inc, HS-grad, Male
919,21, Private, Some-college, Male
920,23, Private, Some-college, Male
921,25, Private, Some-college, Male
922,42, Private, 5th-6th, Female
923,38, Private, Some-college, Female
924,64, ?, HS-grad, Male
925,32, Private, HS-grad, Male
926,37, Private, HS-grad, Male
927,51, Private, Masters, Male
928,22, Private, Some-college, Female
929,33, Private, 1st-4th, Female
930,42, Private, HS-grad, Male
931,19, ?, Some-college, Female
932,51, Local-gov, Preschool, Male
933,23, Private, HS-grad, Female
934,37, Private, 11th, Male
935,37, Private, HS-grad, Male
936,47, Private, Masters, Female
937,41, Private, Prof-school, Male
938,33, Private, HS-grad, Male
939,31, Private, Bachelors, Male
940,31, Private, Assoc-acdm, Female
941,35, Private, HS-grad, Male
942,38, Self-emp-inc, HS-grad, Male
943,18, Private, HS-grad, Female
944,20, Private, HS-grad, Male
945,54, Local-gov, Some-college, Female
946,40, Private, Some-college, Female
947,36, Self-emp-inc, Bachelors, Female
948,43, Private, Some-college, Male
949,44, Self-emp-not-inc, Some-college, Male
950,44, State-gov, HS-grad, Female
951,43, Private, Masters, Male
952,51, Private, 7th-8th, Female
953,18, Private, HS-grad, Female
954,51, Private, Some-college, Male
955,41, Private, 10th, Male
956,44, Self-emp-inc, Some-college, Male
957,33, Local-gov, 10th, Male
958,33, Self-emp-not-inc, Bachelors, Male
959,42, Private, Assoc-acdm, Male
960,25, Private, Some-college, Male
961,32, Private, HS-grad, Female
962,32, Private, Bachelors, Male
963,36, Private, 10th, Female
964,28, Private, HS-grad, Male
965,20, Private, HS-grad, Female
966,35, Self-emp-inc, Some-college, Male
967,55, Self-emp-not-inc, HS-grad, Male
968,48, Private, Bachelors, Male
969,36, ?, Assoc-voc, Female
970,34, Private, HS-grad, Male
971,28, Private, Bachelors, Female
972,67, Private, Bachelors, Male
973,37, Private, HS-grad, Male
974,44, Private, HS-grad, Male
975,25, Private, Some-college, Female
976,21, Private, Some-college, Female
977,40, State-gov, Masters, Male
978,78, Private, HS-grad, Female
979,34, Private, HS-grad, Male
980,49, Private, HS-grad, Female
981,22, Private, Assoc-acdm, Female
982,23, ?, HS-grad, Female
983,60, Self-emp-not-inc, HS-grad, Male
984,45, Local-gov, HS-grad, Male
985,63, Private, Assoc-voc, Female
986,41, Private, HS-grad, Female
987,47, Private, HS-grad, Female
988,44, Private, HS-grad, Male
989,51, Private, Some-college, Female
990,46, Private, Bachelors, Male
991,41, Private, Assoc-voc, Male
992,50, Self-emp-not-inc, HS-grad, Male
993,47, Private, HS-grad, Male
994,35, Private, HS-grad, Male
995,56, Private, HS-grad, Male
996,45, Private, Masters, Male
997,48, Federal-gov, Bachelors, Male
998,40, Private, Some-college, Male
999,39, Self-emp-inc, Bachelors, Male
1000,20, Private, Some-college, Male
1001,50, Private, Doctorate, Male
1002,38, State-gov, HS-grad, Female
1003,23, Local-gov, Bachelors, Female
1004,31, Private, HS-grad, Male
1005,58, Private, Bachelors, Male
1006,66, Private, HS-grad, Male
1007,39, Self-emp-inc, HS-grad, Male
1008,54, Self-emp-not-inc, HS-grad, Male
1009,26, Private, Some-college, Male
1010,51, Private, HS-grad, Female
1011,34, Private, Assoc-voc, Male
1012,50, Private, HS-grad, Male
1013,42, Private, Some-college, Male
1014,38, Private, Masters, Male
1015,48, Private, 7th-8th, Male
1016,33, Private, Assoc-voc, Female
1017,51, Private, HS-grad, Female
1018,22, Private, HS-grad, Male
1019,19, ?, HS-grad, Male
1020,41, Private, Some-college, Male
1021,48, Local-gov, Masters, Male
1022,42, Private, HS-grad, Female
1023,34, Private, Some-college, Male
1024,23, Private, HS-grad, Female
1025,56, Private, HS-grad, Male
1026,30, Private, Bachelors, Male
1027,45, Private, HS-grad, Male
1028,48, Private, 10th, Female
1029,48, Self-emp-inc, Masters, Male
1030,31, Private, Assoc-voc, Female
1031,20, State-gov, Assoc-acdm, Male
1032,27, Private, Some-college, Male
1033,32, Private, HS-grad, Female
1034,76, ?, 7th-8th, Male
1035,19, ?, HS-grad, Male
1036,66, Self-emp-inc, 9th, Male
1037,37, Private, HS-grad, Male
1038,34, Private, HS-grad, Female
1039,34, ?, 11th, Female
1040,90, Private, HS-grad, Female
1041,23, Private, Some-college, Female
1042,43, Private, Some-college, Female
1043,44, Private, Bachelors, Male
1044,24, Private, Some-college, Female
1045,28, Private, Prof-school, Male
1046,64, ?, Assoc-acdm, Female
1047,23, Private, Some-college, Male
1048,20, Private, Some-college, Female
1049,36, Private, Bachelors, Male
1050,61, Private, HS-grad, Male
1051,53, Self-emp-not-inc, Bachelors, Male
1052,30, Private, Bachelors, Male
1053,52, Self-emp-not-inc, Some-college, Male
1054,38, Private, Some-college, Male
1055,32, Private, Bachelors, Male
1056,30, Self-emp-not-inc, 12th, Male
1057,41, Private, Assoc-voc, Female
1058,49, Local-gov, Masters, Male
1059,45, Private, HS-grad, Male
1060,43, Self-emp-not-inc, HS-grad, Male
1061,61, Private, HS-grad, Male
1062,54, Private, HS-grad, Male
1063,34, Private, Assoc-acdm, Female
1064,49, Private, Some-college, Male
1065,38, Private, Some-college, Male
1066,35, Private, Prof-school, Male
1067,36, Private, 12th, Male
1068,30, Private, Bachelors, Male
1069,36, Private, Assoc-acdm, Female
1070,22, Local-gov, Bachelors, Female
1071,38, Private, HS-grad, Male
1072,37, Private, HS-grad, Male
1073,48, State-gov, Doctorate, Female
1074,17, Private, 11th, Male
1075,19, Self-emp-not-inc, Some-college, Male
1076,27, Private, Bachelors, Female
1077,22, Private, Bachelors, Male
1078,49, Private, HS-grad, Male
1079,43, State-gov, Assoc-voc, Female
1080,43, Private, Bachelors, Female
1081,19, Local-gov, HS-grad, Female
1082,58, Self-emp-not-inc, HS-grad, Male
1083,41, Local-gov, Some-college, Male
1084,31, Private, Some-college, Male
1085,30, Private, Assoc-voc, Male
1086,32, Private, HS-grad, Male
1087,29, Private, Bachelors, Male
1088,42, Private, Some-college, Male
1089,38, Private, HS-grad, Male
1090,41, Federal-gov, Assoc-acdm, Male
1091,44, Self-emp-not-inc, Bachelors, Male
1092,31, Private, Doctorate, Male
1093,34, Private, HS-grad, Male
1094,21, Private, Some-college, Male
1095,22, Self-emp-not-inc, Bachelors, Male
1096,62, Private, 10th, Male
1097,19, ?, HS-grad, Female
1098,29, Self-emp-inc, HS-grad, Female
1099,43, Private, Some-college, Female
1100,68, ?, 7th-8th, Male
1101,45, Self-emp-inc, Bachelors, Male
1102,39, Self-emp-inc, 9th, Male
1103,41, Private, Bachelors, Male
1104,34, Self-emp-not-inc, Assoc-acdm, Female
1105,34, Local-gov, HS-grad, Female
1106,31, Private, Bachelors, Male
1107,29, Private, HS-grad, Male
1108,41, Private, Bachelors, Male
1109,41, Private, Assoc-voc, Male
1110,35, Self-emp-inc, Masters, Male
1111,33, Private, Bachelors, Female
1112,37, State-gov, Bachelors, Male
1113,69, Private, HS-grad, Female
1114,34, Private, HS-grad, Female
1115,60, Self-emp-inc, Assoc-voc, Male
1116,36, Private, Some-college, Male
1117,41, Private, HS-grad, Male
1118,58, Local-gov, Bachelors, Female
1119,53, Private, Bachelors, Male
1120,29, Private, Some-college, Male
1121,45, Federal-gov, HS-grad, Female
1122,34, State-gov, Some-college, Male
1123,36, Private, Bachelors, Male
1124,48, Private, Some-college, Female
1125,20, Private, Assoc-voc, Female
1126,35, Private, HS-grad, Male
1127,63, Federal-gov, HS-grad, Male
1128,41, Self-emp-not-inc, Some-college, Male
1129,28, Private, Bachelors, Male
1130,30, Private, Some-college, Female
1131,34, ?, HS-grad, Female
1132,31, Private, HS-grad, Female
1133,37, Private, Assoc-voc, Female
1134,42, ?, Some-college, Male
1135,31, Private, Some-college, Male
1136,46, Self-emp-not-inc, Masters, Male
1137,35, Federal-gov, HS-grad, Male
1138,27, Private, HS-grad, Male
1139,41, Private, 1st-4th, Male
1140,19, Private, Some-college, Female
1141,20, Private, Some-college, Male
1142,59, Federal-gov, HS-grad, Female
1143,40, Private, Bachelors, Male
1144,56, Self-emp-not-inc, Some-college, Male
1145,33, Private, Masters, Male
1146,30, Self-emp-inc, Some-college, Female
1147,46, Private, HS-grad, Male
1148,61, Self-emp-inc, HS-grad, Male
1149,50, Self-emp-inc, HS-grad, Male
1150,25, Private, HS-grad, Male
1151,40, Private, Some-college, Female
1152,24, ?, Some-college, Male
1153,51, Private, HS-grad, Male
1154,43, State-gov, HS-grad, Male
1155,34, Private, Some-college, Male
1156,46, Private, HS-grad, Male
1157,28, State-gov, Masters, Female
1158,26, Private, Bachelors, Male
1159,20, Private, HS-grad, Male
1160,44, Private, Assoc-voc, Male
1161,51, Private, HS-grad, Male
1162,33, Private, Bachelors, Male
1163,54, Private, Assoc-acdm, Male
1164,50, Private, Bachelors, Female
1165,33, Private, HS-grad, Female
1166,65, Private, Bachelors, Male
1167,22, ?, Some-college, Female
1168,88, Self-emp-not-inc, Prof-school, Male
1169,40, Private, HS-grad, Male
1170,51, Private, HS-grad, Female
1171,50, Private, 11th, Female
1172,25, Private, Masters, Male
1173,20, Private, Assoc-voc, Male
1174,47, Private, HS-grad, Male
1175,58, ?, Some-college, Male
1176,22, Private, Assoc-voc, Female
1177,50, State-gov, HS-grad, Male
1178,47, Private, HS-grad, Female
1179,24, Local-gov, 11th, Male
1180,50, ?, HS-grad, Male
1181,40, Private, Bachelors, Female
1182,36, Private, Bachelors, Male
1183,32, Private, HS-grad, Male
1184,44, Private, HS-grad, Male
1185,51, ?, Masters, Male
1186,59, Federal-gov, Some-college, Female
1187,65, Private, HS-grad, Male
1188,24, State-gov, Bachelors, Female
1189,27, Local-gov, Bachelors, Male
1190,51, Private, Assoc-voc, Male
1191,48, Private, Some-college, Male
1192,39, Private, HS-grad, Male
1193,28, Private, Bachelors, Male
1194,19, Private, Some-college, Female
1195,49, Local-gov, Bachelors, Female
1196,51, Local-gov, Assoc-acdm, Male
1197,59, Private, Masters, Male
1198,18, Private, HS-grad, Female
1199,50, Private, HS-grad, Male
1200,45, Federal-gov, HS-grad, Male
1201,30, Local-gov, Bachelors, Male
1202,37, Private, Bachelors, Male
1203,44, Private, Bachelors, Male
1204,33, Private, Some-college, Male
1205,61, Self-emp-inc, Masters, Male
1206,61, Local-gov, HS-grad, Male
1207,38, Private, Bachelors, Male
1208,22, ?, Some-college, Male
1209,36, Private, HS-grad, Male
1210,44, Self-emp-inc, Some-college, Male
1211,37, Private, Some-college, Male
1212,31, Private, Some-college, Female
1213,54, Private, Doctorate, Male
1214,20, Private, Some-college, Male
1215,63, ?, Bachelors, Female
1216,48, Self-emp-not-inc, Some-college, Male
1217,33, ?, HS-grad, Female
1218,31, Private, Bachelors, Male
1219,38, Private, Prof-school, Male
1220,45, Self-emp-not-inc, HS-grad, Male
1221,48, Private, HS-grad, Male
1222,53, Private, Some-college, Male
1223,55, Private, HS-grad, Female
1224,38, Private, Masters, Male
1225,29, Private, HS-grad, Female
1226,36, Private, Bachelors, Male
1227,42, Self-emp-not-inc, Some-college, Male
1228,50, Private, HS-grad, Female
1229,75, Self-emp-not-inc, Prof-school, Male
1230,46, Private, Bachelors, Male
1231,52, Federal-gov, HS-grad, Female
1232,27, Private, Bachelors, Female
1233,43, Private, HS-grad, Male
1234,31, Private, 11th, Female
1235,23, Private, Some-college, Female
1236,34, Private, HS-grad, Female
1237,41, Self-emp-not-inc, HS-grad, Female
1238,31, Private, HS-grad, Female
1239,42, Private, Some-college, Female
1240,35, Private, Masters, Male
1241,55, Private, HS-grad, Female
1242,36, State-gov, HS-grad, Female
1243,65, Self-emp-not-inc, HS-grad, Male
1244,38, Local-gov, Some-college, Male
1245,62, Private, Some-college, Female
1246,54, Self-emp-inc, Prof-school, Male
1247,49, Private, HS-grad, Male
1248,34, Private, HS-grad, Female
1249,32, Private, HS-grad, Female
1250,51, Self-emp-inc, Masters, Male
1251,48, Self-emp-not-inc, Some-college, Male
1252,30, Private, HS-grad, Male
1253,52, Federal-gov, HS-grad, Female
1254,28, Self-emp-not-inc, Some-college, Male
1255,29, Private, HS-grad, Male
1256,38, Private, Bachelors, Female
1257,57, Private, HS-grad, Male
1258,43, Federal-gov, Bachelors, Male
1259,37, State-gov, Some-college, Male
1260,30, Private, HS-grad, Male
1261,53, Private, HS-grad, Male
1262,69, ?, Assoc-voc, Female
1263,73, Private, HS-grad, Female
1264,22, Self-emp-inc, Some-college, Male
1265,31, Private, HS-grad, Female
1266,38, Private, Bachelors, Male
1267,50, Self-emp-not-inc, Some-college, Male
1268,37, Private, Some-college, Male
1269,44, Local-gov, Bachelors, Male
1270,47, Private, Bachelors, Female
1271,27, Private, Some-college, Male
1272,28, Private, Assoc-acdm, Female
1273,25, Private, HS-grad, Female
1274,20, Private, Some-college, Female
1275,51, Local-gov, Bachelors, Male
1276,46, Private, Bachelors, Male
1277,67, Private, Bachelors, Male
1278,47, Private, HS-grad, Male
1279,42, Private, HS-grad, Male
1280,52, Private, HS-grad, Male
1281,42, Federal-gov, Assoc-acdm, Female
1282,65, ?, HS-grad, Male
1283,21, Private, Some-college, Male
1284,50, Private, HS-grad, Female
1285,46, Private, Some-college, Male
1286,47, Self-emp-not-inc, Bachelors, Male
1287,57, Private, 10th, Male
1288,37, Private, Bachelors, Male
1289,50, Private, HS-grad, Male
1290,58, ?, 12th, Male
1291,63, Self-emp-not-inc, 1st-4th, Female
1292,39, Private, HS-grad, Male
1293,46, Private, Masters, Male
1294,36, Private, HS-grad, Male
1295,26, Private, 5th-6th, Male
1296,21, Private, Some-college, Male
1297,41, Private, Assoc-acdm, Male
1298,44, Local-gov, Some-college, Male
1299,22, Private, HS-grad, Male
1300,29, Federal-gov, Some-college, Male
1301,29, Private, HS-grad, Female
1302,58, Self-emp-inc, Some-college, Female
1303,36, Self-emp-not-inc, Prof-school, Male
1304,30, Private, Assoc-voc, Male
1305,37, Private, Bachelors, Male
1306,29, Private, Assoc-voc, Male
1307,26, Private, 5th-6th, Female
1308,43, Private, HS-grad, Male
1309,49, Private, HS-grad, Female
1310,45, Federal-gov, Bachelors, Male
1311,28, Private, Bachelors, Female
1312,20, ?, Some-college, Female
1313,51, Private, HS-grad, Female
1314,32, Private, Some-college, Male
1315,24, Private, HS-grad, Female
1316,35, Private, Doctorate, Male
